"","scpt","cpmt","management_prescription","last_thinned","next_thin_date","selection_type","species","plyr","next_intervention_year","next_intervention_type","heightChange","gapArea_2017","gapArea_2024","meanFHD_2017","meanFHD_2024","stems_2017","stems_2024"
"156","D",4227,NA,"2017<2024",2024,"No Thin","Corsican pine",1968,2101,"Felling",-1.93137623949074,60.0441305017011,442.325099217058,1.43595238095238,1.72107142857143,168,179
"157","I",3411,NA,"2017<2024",2024,"Intermediate","Beech",1967,NA,NA,2.75171192021694,249.186676847516,199.149207166098,1.63833333333333,1.66166666666667,21,23
"158","I",3411,NA,"2017<2024",2024,"Line Intermediate","Mixed broadleaves",2010,NA,NA,2.75171192021694,249.186676847516,199.149207166098,1.63833333333333,1.66166666666667,21,23
"159","A",4416,NA,"2017<2024",2025,"Line Intermediate","Japanese larch",2000,2043,"Felling",1.97672638509496,456.343505935452,538.405291715266,2.01794871794872,1.73576923076923,165,148
"160","D",4434,"fell and rotate selection of standards as required","2017<2024",2024,"Line Intermediate","Common alder",1984,-1,"Felling",-0.624343513698483,39.0293555878598,736.553793304825,1.41864197530864,1.60037037037037,102,94
"161","C",4324,NA,"2017<2024",2024,"Intermediate","Birch (downy/silver)",1973,-1,"Felling",0.966028598992015,61.0457499643962,423.317230512635,1.60333333333333,1.77730158730159,127,111
"162","B",3202,NA,"2017<2024",2024,"Intermediate","Douglas fir",1963,2031,"Felling",2.05121686086009,1379.02375457374,1145.85064261888,1.3969,1.56366666666667,588,600
"163","E",4106,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1948,NA,NA,-0.74403281537121,52.0393151034223,380.287351368599,1.46359375,1.64296875,61,62
"164","I",3325,NA,"< 2016",2025,"Intermediate","Douglas fir",1967,NA,NA,1.59206748968621,193.14406926393,108.080620600907,1.8445,1.676,12,8
"165","G",3413,NA,"2017<2024",2027,"Line Intermediate","Norway spruce",1999,2060,"Felling",2.64364166925127,266.198760228697,218.162924072647,2.05208333333333,1.71541666666667,79,77
"166","C",3401,NA,"2017<2024",2028,"Intermediate","Sweet chestnut",1991,2061,"Felling",1.94241424668512,1341.99779042594,1463.08777096876,1.72563636363636,1.68278787878788,73,84
"167","J",3438,NA,"2017<2024",2025,"No Thin","Hornbeam",2005,NA,NA,-1.74182698513144,743.555627070287,794.593756210568,2.0475,1.91430555555556,62,55
"168","L",3438,NA,"2017<2024",NA,"","",NA,NA,NA,-4.14516434030836,215.160775132521,784.586312766769,2.21828571428571,2.09371428571429,59,53
"169","C",4403,NA,"2017<2024",2025,"Intermediate","Scots pine",1960,2053,"Felling",-1.24838236578362,13.0097816969937,192.144474608336,1.24972222222222,1.42847222222222,110,100
"170","E",3426,NA,"2017<2024",2027,"Intermediate","Norway spruce",1959,2050,"Felling",-0.502340096374038,57.0424390665139,336.250181495692,1.61342857142857,1.96,237,233
"171","M",4457,"Thin to develop crowns and opportunity for group plantings","2017<2024",2024,"Intermediate","Beech",1915,-1,"Felling",-6.04848304370564,0,419.315605928052,1.1324,1.9344,25,20
"172","F",4517,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1941,2026,NA,-5.71878315142468,174.131420049402,1428.07777064349,1.69642857142857,2.6197619047619,61,67
"173","F",4015,NA,"2017<2024",2024,"Line Intermediate","Corsican pine",1993,2029,"Felling",-4.94836188768019,52.0381588923992,8662.35217805021,1.6915625,2.75234375,136,87
"174","H",3411,NA,"2017<2024",2032,"Line Intermediate","Sweet chestnut",2012,NA,NA,1.08550920185538,270.202297352538,151.113132837265,2.17866666666667,2.26133333333333,45,42
"175","H",3411,NA,"2017<2024",2027,"Intermediate","Douglas fir",1959,NA,NA,1.08550920185538,270.202297352538,151.113132837265,2.17866666666667,2.26133333333333,45,42
"176","A",4545,NA,"2017<2024",2027,"Intermediate","Douglas fir",1970,NA,NA,0.928893374858009,1365.03304623048,1826.38220535161,1.49175925925926,1.65273148148148,418,447
"177","D",4545,NA,"2017<2024",2024,"Intermediate","Beech",1956,NA,NA,0.60530682622155,900.679440150438,1014.76551152686,1.62533333333333,1.82955555555556,63,56
"178","G",4413,NA,"2017<2024",2025,"No Thin","Corsican pine",1910,-1,"Felling",-3.69048657530133,0,0,1.58694444444444,1.76305555555556,62,50
"179","M",3411,NA,"2017<2024",2027,"Intermediate","Douglas fir",1963,NA,NA,2.48076543528278,17.0127267357675,0,1.346,1.605,36,36
"180","A",4301,NA,"2017<2024",2028,"Intermediate","Scots pine",1961,-1,"Felling",-1.84952025126937,2483.85335627373,4089.05172331278,1.75186666666667,1.9996,624,617
"181","I",4312,NA,"2017<2024",2026,"Intermediate","European larch",1939,2027,"Felling",1.03798019372497,389.292035535618,526.394885982765,1.71142857142857,1.74314285714286,49,56
"182","E",4300,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1946,-1,"Felling",0.475531105743063,1273.95098231887,2075.54933282491,1.7582,1.8136,82,80
"183","O",3412,NA,"< 2016",2025,"Intermediate","Douglas fir",1955,2038,"Felling",0.639230591833296,0,11.0082167888322,1.844,2.018,24,26
"184","L",3412,NA,"2017<2024",2032,"Intermediate","Douglas fir",1957,NA,NA,-1.20712067592652,104.077723551512,32.0239117753226,1.9384,1.8456,27,23
"185","D",4446,"Thinning and underplanting/group planting","2017<2024",2025,"Intermediate","Western hemlock",1969,-1,"Felling",1.60900992562401,148.111404602903,304.228868477177,1.38727272727273,1.58707070707071,216,223
"186","J",4457,NA,"2017<2024",2024,"Crown","Beech",1935,-1,"Felling",1.08550941116411,61.0459504441606,116.087379286779,1.63166666666667,1.69833333333333,41,45
"187","G",3217,NA,"2017<2024",2024,"Intermediate","Douglas fir",1963,2025,NA,2.14857550551865,113.08393666066,164.121823138521,2.06166666666667,1.94595238095238,51,50
"188","H",3412,NA,"2017<2024",2027,"Intermediate","Douglas fir",1963,2038,"Felling",-1.79697709020758,21.0156890898579,54.0403428545469,1.8232,2.0904,40,40
"189","A",3221,NA,"2017<2024",2024,"Intermediate","Douglas fir",1969,2025,NA,4.10627338489305,2727.03171395479,1384.03105391129,1.53146464646465,1.38133838383838,1037,1015
"190","B",3354,NA,"2017<2024",2025,"Intermediate","Norway spruce",1962,NA,NA,2.14797518676585,2411.80845352964,1910.43250381307,1.79441176470588,1.78727941176471,273,265
"191","B",4443,NA,"2017<2024",2026,"Intermediate","Western red cedar",1977,-1,"Felling",-1.92420574196463,389.292908870397,3735.81069494751,1.44678571428571,1.80491071428571,142,139
"192","E",4336,NA,"< 2016",2030,"Neutral","Oak (robur/petraea)",1840,-1,"Felling",0.986678170550504,597.447267778829,519.38883230948,1.69296296296296,1.77703703703704,86,90
"193","B",3421,NA,"2017<2024",2026,"Intermediate","Douglas fir",1987,NA,NA,2.8955798868452,220.164404685849,594.443881569438,1.49918181818182,1.60272727272727,285,270
"194","A",3423,NA,"2017<2024",2026,"Intermediate","Douglas fir",1971,NA,NA,-1.78908805730547,333.248398418589,1595.18888353393,1.24071428571429,2.18871428571429,626,601
"195","D",4145,NA,"2017<2024",2024,"Crown","Sycamore",1935,NA,NA,2.33571817757726,1546.16831770473,1515.14479714,1.92764705882353,1.89426470588235,87,79
"196","B",3500,NA,"2017<2024",2027,"Line Intermediate","Hybrid larch",2001,NA,NA,1.63010763311056,561.413845623727,546.40275503321,1.87471428571429,1.62971428571429,114,125
"197","J",3432,NA,"2017<2024",2024,"Intermediate","European Ash",1965,NA,NA,5.30157145692745,807.602539287938,494.368854030035,2.29055555555556,2.16472222222222,47,37
"198","L",3413,NA,"2017<2024",2024,"Intermediate","Hornbeam",2005,NA,NA,0.122207114935619,266.19874547387,126.094141372268,1.37877551020408,1.31336734693878,47,50
"199","D",4611,"Thin lightly & u/p in time with small groups","2017<2024",2024,"Intermediate","Scots pine",1950,-1,"Felling",1.21642361996671,4173.1318417696,3191.39507801853,1.7405,1.65438888888889,166,148
"200","H",4214,NA,"2017<2024",2035,"Intermediate","Beech",1936,-1,"Felling",-0.502378405204752,308.230619003683,384.287546934196,1.60888888888889,1.62518518518519,16,20
"201","D",4359,NA,"2017<2024",2025,"Intermediate","Douglas fir",1987,-1,"Felling",2.19372160909022,79.059301102774,46.0345319234839,1.88925,1.7165,92,89
"202","A",3218,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1948,-1,"Felling",2.38803016878812,968.719843430204,275.204501973043,1.47090909090909,1.35670454545455,527,526
"203","G",4451,"Thin to develop multiple cohorts of final crop trees over time","2017<2024",2024,"Crown","Oak (robur/petraea)",1928,-1,"Felling",-1.1304139521078,142.107361512775,410.309993313975,1.56277777777778,2.15472222222222,60,48
"204","A",4542,NA,"2017<2024",2026,"Intermediate","Grand Fir",1969,2099,"Felling",-5.79478564125256,3277.4571406446,18946.207299477,1.85036764705882,2.42088235294118,814,653
"205","A",4218,"crown and imtermediate thinning","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1952,-1,"Felling",0.00408617293238529,2395.79233708618,3167.36963553029,1.28444117647059,1.41658823529412,700,674
"206","D",3301,NA,"2017<2024",2025,"Intermediate","Norway spruce",1975,2051,"Felling",2.54306183172802,1349.01112046513,887.665329501971,1.84266666666667,1.6375,188,190
"207","D",4337,NA,"2017<2024",2026,"Line Intermediate","Norway spruce",1997,2053,"Felling",2.10639058489681,67.0502032394797,225.168595255585,1.94246913580247,1.83049382716049,181,177
"208","B",3505,NA,"2017<2024",2024,"Line Intermediate","Corsican pine",1994,2023,"Felling",0.0614593086862891,560.401755063373,2544.82416348289,1.65444444444444,1.73,338,317
"209","F",4451,"singling multi stems and coppicing
retain 25-30% of stems impertuity","2017<2024",2027,"Intermediate","Sweet chestnut",1961,-1,"Felling",-0.406901388180059,454.343106123757,946.714964494437,1.64388888888889,2.10875,65,55
"210","D",4451,"Thin to develop multiple cohorts of final crop trees over time","2017<2024",2024,"Crown","Beech",1934,-1,"Felling",1.22598670461823,538.406425318841,274.206990407845,1.57607142857143,1.77446428571429,95,87
"211","A",3233,NA,"2017<2024",2024,"Intermediate","Douglas fir",1964,-1,"Felling",3.73237660499208,2905.16667120769,1760.31281540217,1.52541414141414,1.42878787878788,718,729
"212","B",4129,NA,"2017<2024",2032,"Crown","Oak (robur/petraea)",1949,NA,NA,0.365259311503349,2329.75952624542,2427.83363928684,1.74671328671329,1.88461538461538,340,340
"213","E",4310,NA,"2017<2024",2026,"Intermediate","Scots pine",1981,-1,"Felling",2.28359298744141,2716.04255323327,1649.24034903047,1.7810303030303,1.74830303030303,129,126
"214","D",3235,NA,"< 2016",2031,"Neutral","Oak (robur/petraea)",1816,NA,NA,3.38979775580459,1446.08098934554,973.727897188357,2.31972222222222,1.97569444444444,93,88
"215","C",3343,NA,"2017<2024",2025,"Intermediate","Norway spruce",1968,NA,NA,2.90896604448896,716.534716481547,282.210596346486,1.62626666666667,1.38026666666667,147,143
"216","F",3235,NA,"< 2016",2036,"Neutral","Oak (robur/petraea)",1816,-1,"Felling",2.49240876624448,890.665723828795,713.533335091226,1.8087037037037,1.69981481481481,31,26
"217","J",4509,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1952,NA,NA,-0.848852695784396,22.0166253991192,138.104292048476,1.29462962962963,1.59574074074074,21,24
"218","K",4412,NA,"2017<2024",2025,"Intermediate","Norway spruce",1961,2200,"Felling",0.672794468133113,344.258938551611,227.17086664481,2.13694444444444,2.09361111111111,59,64
"219","D",4443,NA,"2017<2024",2025,"Intermediate","Douglas fir",1971,2056,"Felling",1.36258970200362,180.135392283439,286.215118487329,1.44259259259259,1.6362962962963,64,68
"220","D",4323,NA,"2017<2024",2026,"Intermediate","Birch (downy/silver)",1972,-1,"Felling",1.83991055698381,397.297912263006,247.185354989291,1.7206,1.7012,70,65
"221","F",4323,NA,"2017<2024",2025,"Intermediate","Corsican pine",1972,-1,"Felling",0.19516396185936,477.357882700868,344.258104853718,1.6758,1.8218,81,82
"222","D",4615,NA,"2017<2024",2026,"Intermediate","Douglas fir",1963,-1,"Felling",2.60184533986898,942.709111138218,658.495334889434,1.69714285714286,1.56,118,116
"223","M",4462,"develop crowns through thinning
Pos future U/P","2017<2024",2028,"Crown","Scots pine",1921,2029,"Felling",-1.50165564278284,317.238325169979,793.596215347425,1.84944444444444,1.85666666666667,30,27
"224","J",4305,NA,"2017<2024",2026,"No Thin","Corsican pine",1969,2028,NA,-4.05137144478266,16.011992067346,480.359794684904,1.92,2.29904761904762,77,70
"225","H",3301,NA,"2017<2024",2025,"Intermediate","Douglas fir",1980,NA,NA,3.00608302214231,401.300999054445,390.29274325788,1.76020408163265,1.77469387755102,118,115
"226","E",4516,NA,"2017<2024",2024,"Intermediate","Beech",1956,NA,NA,2.51410141566262,69.0522584255668,89.0674065440617,1.48194444444444,1.80222222222222,55,43
"227","D",4622,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1939,-1,"Felling",2.50869425167318,1183.88892659813,1057.79425014278,1.31,1.38861111111111,155,166
"228","F",4446,"Thinning and underplanting/group planting","2017<2024",2025,"Intermediate","Western red cedar",1977,-1,"Felling",2.37385392086859,0,0,1.11848214285714,1.08508928571429,95,101
"229","N",4305,NA,"2017<2024",2026,"Intermediate","Scots pine",1947,2123,"Felling",-0.485835723812632,302.226471414768,150.112486079684,2.3732,2.2656,42,45
"230","G",4215,NA,"< 2016",2025,"Intermediate","Norway spruce",1951,-1,"Felling",2.94526963869879,93.0695366592336,12.0089734438952,1.70387755102041,1.59469387755102,103,109
"231","G",4512,NA,"2017<2024",2028,"Intermediate","Douglas fir",1968,2042,"Felling",-0.485452202055603,0,33.0249151257012,1.51933333333333,1.79033333333333,46,49
"232","B",4464,"Thin to develop oportunities for planting","2017<2024",2024,"Line Intermediate","Corsican pine",1994,2024,"Felling",2.43196861159905,499.375263195645,362.272229397582,2.16765625,1.75515625,122,115
"233","C",3429,NA,"2017<2024",2026,"Intermediate","Douglas fir",1981,NA,NA,2.91197225050549,283.211063529343,92.0686065056288,1.68931818181818,1.80371212121212,326,317
"234","D",3219,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1929,-1,"Felling",0.0802712591672698,647.482549911372,1265.94366802979,1.48763636363636,1.57881818181818,186,173
"235","L",4639,NA,"2017<2024",2025,"Intermediate","Norway spruce",1964,2060,"Felling",0.113366558827422,458.341387207191,522.389119500105,1.78952380952381,1.93333333333333,39,40
"236","F",4119,NA,"2017<2024",2028,"Line Intermediate","Douglas fir",2000,NA,NA,2.99397552227892,706.533690028984,776.586622437295,1.79753246753247,1.90181818181818,115,129
"237","F",3163,NA,"2017<2024",2025,"Line Intermediate","Douglas fir",2001,NA,NA,3.99843042798152,885.646631779513,465.339750508138,1.99927083333333,1.62375,133,134
"238","F",4621,NA,"2017<2024",2024,"Crown","Beech",1931,-1,"Felling",3.26889948716439,199.149484972142,181.135941226894,1.68878787878788,1.72575757575758,67,57
"239","F",4412,NA,"2017<2024",2025,"Line Intermediate","Corsican pine",1994,2053,"Felling",0.563827227189785,129.097100593659,1242.93488153356,1.991,1.888375,139,133
"240","D",4617,"Thin to develop FC and secondary FC trees. ","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1948,-1,"Felling",2.75973233724681,1123.84376156232,355.266714616417,1.55066666666667,1.33548148148148,301,262
"241","A",4537,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1914,2025,NA,3.06217642428413,8923.72707698963,6170.65158034988,1.43449275362319,1.44896739130435,970,897
"242","E",4521,NA,"2017<2024",2024,"Intermediate","Douglas fir",1923,NA,NA,1.7559533960148,0,289.218719602148,1.4031746031746,1.3931746031746,63,56
"243","B",4331,NA,"2017<2024",2026,"Intermediate","Scots pine",1978,-1,"Felling",1.23545910798028,577.432617493847,670.502364798362,1.58892857142857,1.78630952380952,194,203
"244","B",4641,"Thin/Regen/underplant","< 2016",2030,"Neutral","Oak (robur/petraea)",1815,-1,"Felling",1.68825005438093,899.649487397008,692.499913244435,1.8702,1.7243,72,64
"245","A",4510,NA,"2017<2024",2024,"Intermediate","Beech",1921,2027,NA,-0.270621930820435,1462.10479778972,2383.80124197641,1.54333333333333,1.74705128205128,181,153
"246","J",4205,NA,"< 2016",2025,"Crown","Oak (robur/petraea)",1953,2101,"Felling",2.06840095201352,865.641086111536,543.402439585101,1.61866666666667,1.58777777777778,19,24
